StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q25,Q28,Q31,Q34,Q5,Q7,Q8,Q8_4_TEXT,Q35,Q35_7_TEXT,Q9,Q11,Q12,Q10,Q1,Condition,Q35_7_TEXT - Topics
2018-10-24 16:22:42,2018-10-24 16:23:32,IP Address,71.54.135.124,100,50,True,2018-10-24 16:23:33,R_2VkhSY75UjgNXTi,,,,,34.9889984130859375,-79.22280120849609375,anonymous,EN,Yes- I consent,,,,A man and a woman,28314,30,Female,,Black/African,,Water,Maybe,Yes,Somewhere in-between,Yes,4,
2018-10-24 16:21:42,2018-10-24 16:23:33,IP Address,72.180.170.36,100,111,True,2018-10-24 16:23:33,R_2EnGon4G48eXQhQ,,,,,25.9716949462890625,-97.46990203857421875,anonymous,EN,Yes- I consent,,A Woman,,,78526,24,Female,,Other - Please specify,"Hispanic ",Water,Yes,No,Lean Republican,Yes,2,Unknown
2018-10-24 16:22:10,2018-10-24 16:24:00,IP Address,75.167.2.25,100,109,True,2018-10-24 16:24:00,R_2fwymut6Qs3sbjF,,,,,33.4665069580078125,-111.9983978271484375,anonymous,EN,Yes- I consent,,,A Man,,86301,26,Male,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:23:20,2018-10-24 16:24:24,IP Address,174.211.15.3,100,64,True,2018-10-24 16:24:24,R_bdyP97PQU5wz1kZ,,,,,33.9886016845703125,-118.0883026123046875,anonymous,EN,Yes- I consent,,A Woman,,,90242,35,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 16:23:14,2018-10-24 16:24:34,IP Address,99.203.5.77,100,79,True,2018-10-24 16:24:34,R_3R86SfpLpwEq0AV,,,,,33.906005859375,-84.18399810791015625,anonymous,EN,Yes- I consent,,,A Man,,30656,24,Female,,"Black/African,Caucasian",,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:23:41,2018-10-24 16:24:44,IP Address,24.96.234.72,100,63,True,2018-10-24 16:24:44,R_aVqR5n83KYabYvD,,,,,28.0283966064453125,-82.7794036865234375,anonymous,EN,Yes- I consent,A Building,,,,33756,43,Female,,"Black/African,Caucasian",,Water,No,No,Lean Republican,No,1,
2018-10-24 16:24:12,2018-10-24 16:25:26,IP Address,73.215.83.147,100,73,True,2018-10-24 16:25:26,R_2BkXtmyVjwQb8tm,,,,,40.08740234375,-74.11519622802734375,anonymous,EN,Yes- I consent,,,,,08724,62,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:24:54,2018-10-24 16:25:29,IP Address,50.93.222.130,100,35,True,2018-10-24 16:25:30,R_1issqWjF8BjcLx2,,,,,43.06109619140625,-89.40670013427734375,anonymous,EN,Yes- I consent,,,,,53715,23,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:24:21,2018-10-24 16:25:42,IP Address,74.79.66.152,100,81,True,2018-10-24 16:25:43,R_2ARQmDtcb7m4vT3,,,,,43.08709716796875,-75.23149871826171875,anonymous,EN,Yes- I consent,A Woman,,,,13492,43,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:24:40,2018-10-24 16:25:47,IP Address,66.213.22.193,100,66,True,2018-10-24 16:25:47,R_2f8sFC9PN0Zcusd,,,,,41.5030975341796875,-81.5540008544921875,anonymous,EN,Yes- I consent,,,A Man,,44136,40,Male,,Caucasian,,Coors Light,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:25:26,2018-10-24 16:26:07,IP Address,108.244.83.203,100,41,True,2018-10-24 16:26:07,R_1PdcVpvxl5HS9Fh,,,,,32.8632049560546875,-97.33769989013671875,anonymous,EN,Yes- I consent,,,,,76137,38,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:25:14,2018-10-24 16:26:08,IP Address,65.31.130.79,100,54,True,2018-10-24 16:26:09,R_3MzgDoiAaM05D50,,,,,43.05059814453125,-87.89679718017578125,anonymous,EN,Yes- I consent,,,,A man and a woman,53202,38,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,4,
2018-10-24 16:25:11,2018-10-24 16:26:10,IP Address,107.202.150.70,100,58,True,2018-10-24 16:26:10,R_3hckefA2BX14z4N,,,,,37.740203857421875,-122.1710052490234375,anonymous,EN,Yes- I consent,,A Woman,,,94605,51,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 16:25:39,2018-10-24 16:26:19,IP Address,131.93.86.118,100,40,True,2018-10-24 16:26:19,R_3L7FZsyfrX6gjQj,,,,,43.7989044189453125,-91.217498779296875,anonymous,EN,Yes- I consent,,,,A man and a woman,54313,22,Male,,Caucasian,,Coors Light,Yes,Yes,Lean Republican,Yes,4,
2018-10-24 16:25:19,2018-10-24 16:26:21,IP Address,50.89.213.70,100,61,True,2018-10-24 16:26:21,R_BFkWypubBZlAxY5,,,,,29.160003662109375,-81.0269012451171875,anonymous,EN,Yes- I consent,,A Woman,,,32129,23,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 16:25:37,2018-10-24 16:26:23,IP Address,70.177.132.70,100,46,True,2018-10-24 16:26:23,R_3HCDD4ExGF1mKcp,,,,,32.5933990478515625,-83.6416015625,anonymous,EN,Yes- I consent,,,,A man and a woman,31093,33,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,4,
2018-10-24 16:25:43,2018-10-24 16:26:26,IP Address,69.5.120.33,100,43,True,2018-10-24 16:26:27,R_TblAdWg4vIC6cUN,,,,,44.4839935302734375,-73.21990203857421875,anonymous,EN,Yes- I consent,A Woman,,,,05401,24,Female,,Asian,,Iced Tea,Maybe,No,Lean Democrat,Yes,1,
2018-10-24 16:25:54,2018-10-24 16:26:33,IP Address,64.25.129.70,100,39,True,2018-10-24 16:26:33,R_1jwu6UERoEsGOCl,,,,,45.7812957763671875,-108.57270050048828125,anonymous,EN,Yes- I consent,A Woman,,,,59079,34,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 16:24:13,2018-10-24 16:26:33,IP Address,71.251.105.242,100,139,True,2018-10-24 16:26:33,R_3DvUs2l7TfDhXWx,,,,,28.1367034912109375,-82.46099853515625,anonymous,EN,Yes- I consent,,,,A man and a woman,33549,33,Male,,Caucasian,,Coors Light,Yes,Yes,Lean Republican,Yes,4,
2018-10-24 16:25:39,2018-10-24 16:26:47,IP Address,67.171.203.158,100,67,True,2018-10-24 16:26:47,R_0Vab3d2nUhTwT73,,,,,45.514404296875,-122.6432952880859375,anonymous,EN,Yes- I consent,A Woman,,,,97213,28,Female,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:25:18,2018-10-24 16:27:10,IP Address,174.69.21.190,100,111,True,2018-10-24 16:27:10,R_5olyvgV2Qgq1myR,,,,,30.4564056396484375,-87.2104034423828125,anonymous,EN,Yes- I consent,,,A Man,,32533,68,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:26:39,2018-10-24 16:27:12,IP Address,160.2.247.96,100,33,True,2018-10-24 16:27:13,R_3kAKOseUZsKT4yE,,,,,28.601104736328125,-96.6259002685546875,anonymous,EN,Yes- I consent,,A Woman,,,78705,32,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 16:26:25,2018-10-24 16:27:26,IP Address,24.243.8.222,100,61,True,2018-10-24 16:27:27,R_2zqer0hrt37D2Kk,,,,,29.5861968994140625,-98.47650146484375,anonymous,EN,Yes- I consent,,,,,78217,66,Male,,Caucasian,,Coors Light,No,No,Lean Republican,No,5,
2018-10-24 16:26:00,2018-10-24 16:27:37,IP Address,69.180.153.211,100,97,True,2018-10-24 16:27:37,R_2q1v1oG6Zvk5hU8,,,,,44.9683990478515625,-93.048797607421875,anonymous,EN,Yes- I consent,,,A Man,,55130,59,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:26:25,2018-10-24 16:27:38,IP Address,8.26.113.34,100,72,True,2018-10-24 16:27:38,R_5dKI1pAvdyDO87L,,,,,28.5644073486328125,-81.8744964599609375,anonymous,EN,Yes- I consent,,A Woman,,,34748,26,Female,,Asian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 16:27:08,2018-10-24 16:27:55,IP Address,97.123.17.110,100,46,True,2018-10-24 16:27:55,R_Y5OJUPIk37bGHLj,,,,,35.150604248046875,-106.569000244140625,anonymous,EN,Yes- I consent,,,A Man,,88011,21,Male,,Caucasian,,Iced Tea,Yes,Yes,Somewhere in-between,Yes,3,
2018-10-24 16:27:36,2018-10-24 16:28:20,IP Address,71.183.92.137,100,43,True,2018-10-24 16:28:20,R_4MmwqyzdtCAC3Kx,,,,,40.7816009521484375,-73.95110321044921875,anonymous,EN,Yes- I consent,,,,,10035,28,Male,,Black/African,,Water,Yes,Yes,Somewhere in-between,Yes,5,
2018-10-24 16:27:19,2018-10-24 16:28:38,IP Address,199.192.123.91,100,79,True,2018-10-24 16:28:39,R_3R1vFIz1LQ3x6Nr,,,,,37.4868011474609375,-83.29129791259765625,anonymous,EN,Yes- I consent,,,,A man and a woman,41348,62,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,4,
2018-10-24 16:27:48,2018-10-24 16:28:39,IP Address,173.20.96.186,100,51,True,2018-10-24 16:28:40,R_3HhHnW79r6FtP0u,,,,,42.03790283203125,-93.60030364990234375,anonymous,EN,Yes- I consent,,,A Man,,50014,50,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:28:26,2018-10-24 16:29:15,IP Address,173.14.78.17,100,49,True,2018-10-24 16:29:16,R_bxssY467XycoaKl,,,,,39.1237030029296875,-121.661102294921875,anonymous,EN,Yes- I consent,,,,,95961,28,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 16:27:37,2018-10-24 16:29:17,IP Address,73.154.175.136,100,99,True,2018-10-24 16:29:17,R_2zjwYhLlSbgrgvJ,,,,,40.270599365234375,-80.16680145263671875,anonymous,EN,Yes- I consent,A Woman,,,,15031,44,Male,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:28:30,2018-10-24 16:29:42,IP Address,50.24.252.180,100,72,True,2018-10-24 16:29:43,R_PZ10G6kRCRwUpGN,,,,,30.644805908203125,-95.579803466796875,anonymous,EN,Yes- I consent,,A Woman,,,77340,44,Female,,Black/African,,Iced Tea,Maybe,Yes,Somewhere in-between,Yes,2,
2018-10-24 16:29:08,2018-10-24 16:29:43,IP Address,131.247.244.243,100,35,True,2018-10-24 16:29:44,R_1hznbWAQGFkyvp8,,,,,28.05999755859375,-82.40789794921875,anonymous,EN,Yes- I consent,,,,,32940,19,Male,,Caucasian,,Water,Yes,No,Lean Republican,Yes,5,
2018-10-24 16:29:01,2018-10-24 16:30:07,IP Address,108.75.129.138,100,65,True,2018-10-24 16:30:07,R_8j2WG7cdDhIc5Et,,,,,32.7837982177734375,-117.0178985595703125,anonymous,EN,Yes- I consent,,,,A man and a woman,91942,41,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:28:58,2018-10-24 16:30:10,IP Address,162.95.216.222,100,71,True,2018-10-24 16:30:10,R_3GfFLUlfHtSFt3z,,,,,36.7978057861328125,-76.1759033203125,anonymous,EN,Yes- I consent,,,,A man and a woman,23518,28,Female,,Black/African,,Water,Maybe,No,Somewhere in-between,Yes,4,
2018-10-24 16:29:39,2018-10-24 16:30:16,IP Address,184.55.162.37,100,37,True,2018-10-24 16:30:17,R_ZIDiNVErApiBDuF,,,,,42.7725982666015625,-87.79599761962890625,anonymous,EN,Yes- I consent,A Woman,,,,53406,58,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 16:29:43,2018-10-24 16:30:34,IP Address,174.109.55.199,100,50,True,2018-10-24 16:30:34,R_27kz42o8op5W1WK,,,,,35.766693115234375,-78.600799560546875,anonymous,EN,Yes- I consent,A Woman,,,,27603,25,Female,,Caucasian,,Water,Yes,Yes,Somewhere in-between,Yes,1,
2018-10-24 16:29:53,2018-10-24 16:30:48,IP Address,192.193.171.151,100,55,True,2018-10-24 16:30:48,R_bBOg8fg81C0NaSJ,,,,,40.71429443359375,-74.0059967041015625,anonymous,EN,Yes- I consent,,,A Man,,78251,29,Female,,Other - Please specify,Hispanic,Water,Yes,Yes,Lean Democrat,Yes,3,Unknown
2018-10-24 16:30:19,2018-10-24 16:31:09,IP Address,69.141.55.172,100,50,True,2018-10-24 16:31:09,R_1pLOa4eaINc7bBZ,,,,,40.5099029541015625,-74.3115997314453125,anonymous,EN,Yes- I consent,,,,,07008,33,Female,,"Black/African,Other - Please specify",Hispanic,Water,Yes,No,Lean Democrat,Yes,5,Unknown
2018-10-24 16:30:20,2018-10-24 16:31:20,IP Address,67.249.189.129,100,60,True,2018-10-24 16:31:20,R_XT9mYWlZHTQF8Zz,,,,,43.047393798828125,-74.86060333251953125,anonymous,EN,Yes- I consent,,A Woman,,,13350,62,Male,,Caucasian,,Iced Tea,No,No,Lean Republican,Yes,2,
2018-10-24 16:28:56,2018-10-24 16:31:21,IP Address,71.181.226.193,100,144,True,2018-10-24 16:31:21,R_QgEvDzWUYaeuRZn,,,,,41.274200439453125,-75.89029693603515625,anonymous,EN,Yes- I consent,,,,A man and a woman,17701,33,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:30:13,2018-10-24 16:31:23,IP Address,71.197.63.72,100,69,True,2018-10-24 16:31:23,R_3kvoX8w4vHTHvMa,,,,,29.540802001953125,-81.6551971435546875,anonymous,EN,Yes- I consent,,A Man,,,32148,27,Female,,Black/African,,Iced Tea,Maybe,Yes,Somewhere in-between,Yes,2,
2018-10-24 16:30:53,2018-10-24 16:31:41,IP Address,68.103.182.124,100,48,True,2018-10-24 16:31:41,R_2UfkN8DJLaU3mbQ,,,,,37.6808013916015625,-97.15579986572265625,anonymous,EN,Yes- I consent,,,,A man and a woman,67203,35,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:29:08,2018-10-24 16:32:00,IP Address,68.103.71.65,100,172,True,2018-10-24 16:32:01,R_31udB1FvFj7NOCw,,,,,37.03729248046875,-95.61640167236328125,anonymous,EN,Yes- I consent,,,A Man,,67337,36,Female,,Caucasian,,Coors Light,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:30:24,2018-10-24 16:32:14,IP Address,68.63.232.45,100,110,True,2018-10-24 16:32:14,R_1f7plM1g4mUAFmU,,,,,33.332305908203125,-87.47409820556640625,anonymous,EN,Yes- I consent,,A Woman,,,35406,72,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 16:32:23,2018-10-24 16:32:53,IP Address,205.144.211.64,100,30,True,2018-10-24 16:32:53,R_qJXpmBcAvzjBWBr,,,,,34.73809814453125,-85.0055999755859375,anonymous,EN,Yes- I consent,,,,,30710,40,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 16:31:04,2018-10-24 16:33:07,IP Address,172.58.14.219,100,123,True,2018-10-24 16:33:08,R_1CsaMrPWd0yPkzk,,,,,25.8802947998046875,-80.33679962158203125,anonymous,EN,Yes- I consent,A Woman,,,,34288,37,Male,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 16:29:37,2018-10-24 16:33:09,IP Address,73.19.200.244,100,211,True,2018-10-24 16:33:09,R_1r8lODL6mVJNm3u,,,,,35.9243927001953125,-84.00150299072265625,anonymous,EN,Yes- I consent,,,A Man,,37919,38,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:31:58,2018-10-24 16:33:24,IP Address,107.77.233.124,100,85,True,2018-10-24 16:33:24,R_3fpEFdxCfrsIf1O,,,,,33.5207061767578125,-86.80249786376953125,anonymous,EN,Yes- I consent,,,,,35405,47,Female,,Black/African,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:33:33,2018-10-24 16:35:15,IP Address,216.87.227.108,100,102,True,2018-10-24 16:35:16,R_3C5YQiEvJ9gqhq1,,,,,43.8430938720703125,-121.5764007568359375,anonymous,EN,Yes- I consent,,,,A man and a woman,97702,25,Male,,Caucasian,,Iced Tea,Maybe,Yes,Lean Republican,Yes,4,
2018-10-24 16:34:25,2018-10-24 16:35:38,IP Address,66.87.150.146,100,72,True,2018-10-24 16:35:38,R_27x2Zdr4rZ9XvHG,,,,,39.73779296875,-104.8152008056640625,anonymous,EN,Yes- I consent,,,A Man,,80030,31,Male,,Caucasian,,Water,No,No,Lean Republican,Yes,3,
2018-10-24 16:34:31,2018-10-24 16:35:39,IP Address,131.93.214.1,100,67,True,2018-10-24 16:35:39,R_6SbCWosreTb1n9f,,,,,43.028594970703125,-89.518096923828125,anonymous,EN,Yes- I consent,,A Woman,,,53593,57,Male,,Caucasian,,Water,Yes,Yes,Somewhere in-between,Yes,2,
2018-10-24 16:33:57,2018-10-24 16:35:49,IP Address,99.59.117.76,100,111,True,2018-10-24 16:35:49,R_2fuDUJCIAdcYN6d,,,,,32.821502685546875,-117.0843963623046875,anonymous,EN,Yes- I consent,A Woman,,,,92111,62,Male,,Asian,,Water,Yes,Yes,Somewhere in-between,Yes,1,
2018-10-24 16:34:45,2018-10-24 16:36:24,IP Address,68.42.113.142,100,99,True,2018-10-24 16:36:25,R_1rH52UcHcXGFV9R,,,,,42.2729949951171875,-83.59940338134765625,anonymous,EN,Yes- I consent,A Woman,,,,48197,30,Male,,Black/African,,Water,Yes,Yes,Somewhere in-between,Yes,1,
2018-10-24 16:35:24,2018-10-24 16:37:23,IP Address,104.184.129.9,100,119,True,2018-10-24 16:37:23,R_1N98brGuubSVBJp,,,,,30.8672943115234375,-93.99770355224609375,anonymous,EN,Yes- I consent,,A Woman,,,75951,37,Male,,Black/African,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 16:36:21,2018-10-24 16:37:49,IP Address,108.253.190.88,100,87,True,2018-10-24 16:37:49,R_2taWTMcqMNU8fkJ,,,,,41.4846954345703125,-81.8018035888671875,anonymous,EN,Yes- I consent,,,,A man and a woman,44107,60,Female,,Caucasian,,Coors Light,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:36:47,2018-10-24 16:37:50,IP Address,65.175.187.62,100,62,True,2018-10-24 16:37:50,R_1gdzfodaxBKO6Se,,,,,43.5644989013671875,-71.48200225830078125,anonymous,EN,Yes- I consent,,,A Man,,03249,34,Male,,Caucasian,,Hoppy microbrew,Maybe,No,Somewhere in-between,No,3,
2018-10-24 16:36:54,2018-10-24 16:37:53,IP Address,71.191.41.232,100,59,True,2018-10-24 16:37:53,R_C2fQoSU7A22q7rH,,,,,38.815704345703125,-77.6215972900390625,anonymous,EN,Yes- I consent,,,,,20155,61,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:36:38,2018-10-24 16:38:05,IP Address,69.255.81.75,100,86,True,2018-10-24 16:38:05,R_2bVEV7cMq19Npnn,,,,,38.350799560546875,-75.5337982177734375,anonymous,EN,Yes- I consent,,,,,21804,55,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:36:02,2018-10-24 16:38:12,IP Address,108.188.153.76,100,129,True,2018-10-24 16:38:12,R_BV1T0oiKMWpezoB,,,,,28.801300048828125,-81.285003662109375,anonymous,EN,Yes- I consent,,,A Man,,32771,64,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:37:47,2018-10-24 16:38:19,IP Address,100.14.125.139,100,32,True,2018-10-24 16:38:19,R_vHvCYUhT1SDLLvH,,,,,40.090301513671875,-75.0410003662109375,anonymous,EN,Yes- I consent,,,,A man and a woman,19136,25,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 16:37:57,2018-10-24 16:38:32,IP Address,108.198.11.57,100,35,True,2018-10-24 16:38:33,R_1OpKAuZL25UU172,,,,,30.4557952880859375,-91.059600830078125,anonymous,EN,Yes- I consent,A Woman,,,,70814,30,Female,,Black/African,,Iced Tea,Maybe,Yes,Lean Democrat,Yes,1,
2018-10-24 16:38:25,2018-10-24 16:39:01,IP Address,66.169.55.216,100,35,True,2018-10-24 16:39:01,R_T0zLB2JvwpgdbKp,,,,,34.9839019775390625,-81.831298828125,anonymous,EN,Yes- I consent,,,A Man,,29307,31,Female,,Caucasian,,Water,Maybe,Yes,Lean Democrat,Yes,3,
2018-10-24 16:38:02,2018-10-24 16:39:06,IP Address,70.44.172.246,100,64,True,2018-10-24 16:39:07,R_C1vsWMk4WYmTsOJ,,,,,40.7982940673828125,-75.97350311279296875,anonymous,EN,Yes- I consent,A Woman,,,,18252,28,Female,,Caucasian,,Iced Tea,Maybe,Yes,Lean Democrat,Yes,1,
2018-10-24 16:38:29,2018-10-24 16:39:32,IP Address,66.85.16.218,100,62,True,2018-10-24 16:39:32,R_cu9drcYnDx4OJwt,,,,,40.6096954345703125,-111.9391021728515625,anonymous,EN,Yes- I consent,,A Woman,,,84081,37,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 16:39:33,2018-10-24 16:40:20,IP Address,108.66.214.58,100,46,True,2018-10-24 16:40:20,R_3PCcKabUZrvOOHY,,,,,35.681304931640625,-78.597503662109375,anonymous,EN,Yes- I consent,,,,,27529,58,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 16:39:30,2018-10-24 16:40:40,IP Address,170.146.220.71,100,70,True,2018-10-24 16:40:41,R_1n3HNKP5pDkZ0tT,,,,,33.46209716796875,-82.2220001220703125,anonymous,EN,Yes- I consent,,,,A man and a woman,91765,53,Female,,Caucasian,,Hoppy microbrew,Yes,Yes,Somewhere in-between,Yes,4,
2018-10-24 16:40:56,2018-10-24 16:42:10,IP Address,172.7.132.210,100,73,True,2018-10-24 16:42:10,R_231YVEeUJyQ8bLg,,,,,25.927398681640625,-80.1800994873046875,anonymous,EN,Yes- I consent,,A Man,,,33162,53,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 16:41:17,2018-10-24 16:42:33,IP Address,73.21.12.45,100,76,True,2018-10-24 16:42:33,R_3q8oRmobKva8IM0,,,,,31.6558990478515625,-81.88069915771484375,anonymous,EN,Yes- I consent,,,,,31545,22,Female,,Caucasian,,Iced Tea,Maybe,No,Lean Democrat,Yes,5,
2018-10-24 16:37:58,2018-10-24 16:42:35,IP Address,99.69.140.132,100,276,True,2018-10-24 16:42:35,R_1DG90saH5NB4h7H,,,,,29.5720977783203125,-95.13030242919921875,anonymous,EN,Yes- I consent,,A Woman,,,77059,21,Female,,Caucasian,,Water,No,No,Lean Democrat,Yes,2,
2018-10-24 16:42:21,2018-10-24 16:43:51,IP Address,72.1.112.193,100,89,True,2018-10-24 16:43:51,R_1Pe33LqHaNcnp08,,,,,39.51019287109375,-104.7216033935546875,anonymous,EN,Yes- I consent,,,A Man,,80111,55,Male,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Republican,Yes,3,
2018-10-24 16:42:47,2018-10-24 16:43:58,IP Address,24.162.175.8,100,71,True,2018-10-24 16:43:58,R_cLOygTBRbCJIs8h,,,,,26.169403076171875,-97.98870086669921875,anonymous,EN,Yes- I consent,,,,A man and a woman,78596,23,Male,,Other - Please specify,Hispanic,Water,Yes,Yes,Lean Democrat,Yes,4,Unknown
2018-10-24 16:43:47,2018-10-24 16:44:43,IP Address,64.138.238.73,100,55,True,2018-10-24 16:44:43,R_3snzRXVxUiR9s7z,,,,,33.5507049560546875,-79.05280303955078125,anonymous,EN,Yes- I consent,A Woman,,,,29588,30,Female,,Caucasian,,Water,Yes,No,Lean Democrat,Yes,1,
2018-10-24 16:44:21,2018-10-24 16:45:16,IP Address,76.84.25.21,100,54,True,2018-10-24 16:45:16,R_22AeM5ieNYTgHXp,,,,,40.782501220703125,-96.63899993896484375,anonymous,EN,Yes- I consent,,,A Man,,68524,46,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 16:44:37,2018-10-24 16:45:19,IP Address,167.142.52.174,100,42,True,2018-10-24 16:45:20,R_3JxTaqYSiNbUv3o,,,,,41.563507080078125,-93.78420257568359375,anonymous,EN,Yes- I consent,,,,,52306,47,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 16:44:19,2018-10-24 16:45:31,IP Address,131.93.158.122,100,72,True,2018-10-24 16:45:31,R_3NUNzc2d4nFvy6E,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes- I consent,,,,A man and a woman,49938,28,Female,,Caucasian,,Coors Light,No,No,Lean Republican,Yes,4,
2018-10-24 16:45:09,2018-10-24 16:45:54,IP Address,130.132.173.73,100,44,True,2018-10-24 16:45:54,R_1inA3lIWRmhP621,,,,,41.3094024658203125,-72.92400360107421875,anonymous,EN,Yes- I consent,,A Woman,,,06511,24,Female,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 16:45:01,2018-10-24 16:45:54,IP Address,24.9.14.80,100,52,True,2018-10-24 16:45:54,R_2dQJElCruJ9QHqJ,,,,,38.8860015869140625,-104.739898681640625,anonymous,EN,Yes- I consent,A Woman,,,,80922,27,Female,,Caucasian,,Water,Yes,Yes,Somewhere in-between,Yes,1,
2018-10-24 16:45:31,2018-10-24 16:45:59,IP Address,205.156.136.229,100,28,True,2018-10-24 16:46:00,R_3lPpQEfEzXh62lL,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes- I consent,,,,,94066,31,Female,,Asian,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 16:45:20,2018-10-24 16:46:39,IP Address,206.126.76.14,100,78,True,2018-10-24 16:46:39,R_3p3a64X6HEM9eDO,,,,,48.9044952392578125,-122.3325042724609375,anonymous,EN,Yes- I consent,,,,,98248,51,Female,,Caucasian,,Water,Yes,No,Lean Democrat,Yes,5,
2018-10-24 16:46:06,2018-10-24 16:46:58,IP Address,108.197.168.200,100,51,True,2018-10-24 16:46:58,R_2WAR5Qs47UMi3By,,,,,42.9633941650390625,-85.66809844970703125,anonymous,EN,Yes- I consent,A Woman,,,,49504,31,Female,,Caucasian,,Coors Light,Maybe,Yes,Lean Republican,Yes,1,
2018-10-24 16:45:54,2018-10-24 16:47:04,IP Address,72.220.126.46,100,70,True,2018-10-24 16:47:04,R_3kHoElYvvFOoNcR,,,,,32.5753021240234375,-117.07070159912109375,anonymous,EN,Yes- I consent,,,A Man,,91910,22,Male,,Pacific Islander,,Iced Tea,Maybe,Yes,Lean Democrat,Yes,3,
2018-10-24 16:46:27,2018-10-24 16:47:13,IP Address,74.124.130.194,100,46,True,2018-10-24 16:47:14,R_bkoMPPSfUMYm1nX,,,,,45.65960693359375,-68.7100982666015625,anonymous,EN,Yes- I consent,,A Woman,,,04401,35,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,2,
